model_id,downloads,likes,library,tags,created_at,last_modified,private
openai/gpt-oss-120b,4182452,4753,transformers,"transformers, safetensors, gpt_oss, text-generation, vllm, conversational, arxiv:2508.10925, license:apache-2.0, eval-results, endpoints_compatible, 8-bit, mxfp4",2025-08-04T22:33:06.000Z,,False
Qwen/Qwen2-1.5B-Instruct,3934301,162,transformers,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, license:apache-2.0, text-generation-inference, endpoints_compatible, deploy:azure, region:us",2024-06-03T09:08:12.000Z,,False
deepseek-ai/DeepSeek-R1,3871385,13317,transformers,"transformers, safetensors, deepseek_v3, text-generation, conversational, custom_code, arxiv:2501.12948, license:mit, eval-results, text-generation-inference, endpoints_compatible, fp8",2025-01-20T03:46:07.000Z,,False
Qwen/Qwen3-4B,3752620,606,transformers,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, base_model:Qwen/Qwen3-4B-Base, base_model:finetune:Qwen/Qwen3-4B-Base, license:apache-2.0, text-generation-inference, endpoints_compatible",2025-04-27T03:41:29.000Z,,False
meta-llama/Meta-Llama-3-8B,3359030,6529,transformers,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, en, license:llama3, text-generation-inference, endpoints_compatible",2024-04-17T09:35:16.000Z,,False
EleutherAI/pythia-160m,3161098,41,transformers,"transformers, pytorch, safetensors, gpt_neox, text-generation, causal-lm, pythia, en, dataset:EleutherAI/pile, arxiv:2304.01373, arxiv:2101.00027, arxiv:2201.07311",2023-02-08T19:25:46.000Z,,False
TinyLlama/TinyLlama-1.1B-Chat-v1.0,3139784,1575,transformers,"transformers, safetensors, llama, text-generation, conversational, en, dataset:cerebras/SlimPajama-627B, dataset:bigcode/starcoderdata, dataset:HuggingFaceH4/ultrachat_200k, dataset:HuggingFaceH4/ultrafeedback_binarized, license:apache-2.0, text-generation-inference",2023-12-30T06:27:30.000Z,,False
Qwen/Qwen3-14B,3134602,390,transformers,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, base_model:Qwen/Qwen3-14B-Base, base_model:finetune:Qwen/Qwen3-14B-Base, license:apache-2.0, text-generation-inference, endpoints_compatible",2025-04-27T03:42:45.000Z,,False
Qwen/Qwen3-Coder-30B-A3B-Instruct,2737865,1039,transformers,"transformers, safetensors, qwen3_moe, text-generation, conversational, arxiv:2505.09388, license:apache-2.0, endpoints_compatible, deploy:azure, region:us",2025-07-31T07:04:55.000Z,,False
distilbert/distilgpt2,2679668,625,transformers,"transformers, pytorch, tf, jax, tflite, rust, coreml, safetensors, gpt2, text-generation, exbert, en",2022-03-02T23:29:04.000Z,,False
Qwen/Qwen2.5-14B-Instruct,2632581,331,transformers,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071, arxiv:2407.10671, base_model:Qwen/Qwen2.5-14B, base_model:finetune:Qwen/Qwen2.5-14B, license:apache-2.0",2024-09-16T11:56:10.000Z,,False
hmellor/tiny-random-LlamaForCausalLM,2520091,0,transformers,"transformers, safetensors, llama, text-generation, conversational, arxiv:1910.09700, text-generation-inference, endpoints_compatible, region:us",2025-04-29T21:47:13.000Z,,False
mistralai/Mistral-7B-Instruct-v0.2,2321227,3129,transformers,"transformers, pytorch, safetensors, mistral, text-generation, finetuned, mistral-common, conversational, arxiv:2310.06825, license:apache-2.0, text-generation-inference, deploy:azure",2023-12-11T13:18:44.000Z,,False
openai-community/gpt2-large,2311923,348,transformers,"transformers, pytorch, tf, jax, rust, onnx, safetensors, gpt2, text-generation, en, arxiv:1910.09700, license:mit",2022-03-02T23:29:04.000Z,,False
Andycurrent/Gemma-3-1B-it-GLM-4.7-Flash-Heretic-Uncensored-Thinking_GGUF,2287141,19,,"gguf, uncensored, text-generation, reasoning, instruction-tuned, lightweight, en, base_model:google/gemma-3-1b-it, base_model:quantized:google/gemma-3-1b-it, license:gemma, endpoints_compatible, region:us",2026-02-18T09:56:14.000Z,,False
Qwen/Qwen2.5-Coder-7B-Instruct,2208994,703,transformers,"transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen, qwen-coder, conversational, en, arxiv:2409.12186",2024-09-17T13:38:49.000Z,,False
nvidia/Gemma-4-31B-IT-NVFP4,2171087,447,Model Optimizer,"Model Optimizer, safetensors, gemma4, nvidia, ModelOpt, Gemma-4-31B-IT, lighthouse, quantized, NVFP4, text-generation, conversational, base_model:google/gemma-4-31B-it",2026-04-02T16:47:30.000Z,,False
meta-llama/Llama-3.2-3B-Instruct,2138657,2119,transformers,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, conversational, en, de, fr",2024-09-18T15:19:20.000Z,,False
Qwen/Qwen3-0.6B-FP8,2077023,59,transformers,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, base_model:Qwen/Qwen3-0.6B, base_model:quantized:Qwen/Qwen3-0.6B, license:apache-2.0, text-generation-inference, endpoints_compatible, fp8",2025-04-28T12:26:36.000Z,,False
Qwen/Qwen2.5-7B,1972359,281,transformers,"transformers, safetensors, qwen2, text-generation, conversational, en, arxiv:2407.10671, license:apache-2.0, text-generation-inference, endpoints_compatible, deploy:azure, region:us",2024-09-15T12:17:40.000Z,,False
Qwen/Qwen2.5-0.5B,1956089,399,transformers,"transformers, safetensors, qwen2, text-generation, conversational, en, arxiv:2407.10671, license:apache-2.0, text-generation-inference, endpoints_compatible, deploy:azure, region:us",2024-09-15T12:15:39.000Z,,False
Qwen/Qwen3-4B-Base,1936200,87,transformers,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, license:apache-2.0, text-generation-inference, endpoints_compatible, region:us",2025-04-28T05:04:27.000Z,,False
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,1929796,857,transformers,"transformers, safetensors, llama, text-generation, conversational, arxiv:2501.12948, license:mit, text-generation-inference, endpoints_compatible, region:us",2025-01-20T09:09:42.000Z,,False
Qwen/Qwen2.5-14B-Instruct-AWQ,1887583,35,transformers,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071, arxiv:2407.10671, base_model:Qwen/Qwen2.5-14B-Instruct, base_model:quantized:Qwen/Qwen2.5-14B-Instruct, license:apache-2.0",2024-09-17T13:55:22.000Z,,False
RedHatAI/Llama-3.2-1B-Instruct-FP8-dynamic,1887556,4,,"safetensors, llama, fp8, vllm, text-generation, conversational, en, de, fr, it, pt, hi",2024-09-25T19:49:29.000Z,,False
Qwen/Qwen2.5-Coder-7B,1772474,142,transformers,"transformers, safetensors, qwen2, text-generation, code, qwen, qwen-coder, codeqwen, conversational, en, arxiv:2409.12186, arxiv:2309.00071",2024-09-16T11:57:24.000Z,,False
meta-llama/Llama-2-7b-hf,1696611,2297,transformers,"transformers, pytorch, safetensors, llama, text-generation, facebook, meta, llama-2, en, arxiv:2307.09288, license:llama2, text-generation-inference",2023-07-13T16:16:13.000Z,,False
EleutherAI/pythia-70m-deduped,1652018,28,transformers,"transformers, pytorch, safetensors, gpt_neox, text-generation, causal-lm, pythia, en, dataset:EleutherAI/the_pile_deduplicated, arxiv:2304.01373, arxiv:2101.00027, arxiv:2201.07311",2023-02-13T16:01:41.000Z,,False
meta-llama/Meta-Llama-3-8B-Instruct,1628049,4501,transformers,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, conversational, en, license:llama3, text-generation-inference",2024-04-17T09:35:12.000Z,,False
apple/OpenELM-1_1B-Instruct,1607333,75,transformers,"transformers, safetensors, openelm, text-generation, custom_code, arxiv:2404.14619, license:apple-amlr, region:us",2024-04-12T21:52:12.000Z,,False
zai-org/GLM-5-FP8,1565147,172,transformers,"transformers, safetensors, glm_moe_dsa, text-generation, conversational, en, zh, arxiv:2602.15763, license:mit, endpoints_compatible, fp8, region:us",2026-02-11T04:05:41.000Z,,False
microsoft/Phi-4-mini-instruct,1560227,733,transformers,"transformers, safetensors, phi3, text-generation, nlp, code, conversational, custom_code, multilingual, ar, zh, cs",2025-02-19T01:00:58.000Z,,False
meta-llama/Llama-3.1-8B,1554773,2178,transformers,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, en, de, fr, it",2024-07-14T22:20:15.000Z,,False
meta-llama/Llama-3.2-1B,1533560,2377,transformers,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, en, de, fr, it",2024-09-18T15:03:14.000Z,,False
Qwen/Qwen2.5-32B-Instruct-AWQ,1457247,99,transformers,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071, arxiv:2407.10671, base_model:Qwen/Qwen2.5-32B-Instruct, base_model:quantized:Qwen/Qwen2.5-32B-Instruct, license:apache-2.0",2024-09-17T13:56:47.000Z,,False
HuggingFaceTB/SmolLM2-135M-Instruct,1454424,314,transformers,"transformers, tensorboard, onnx, safetensors, llama, text-generation, transformers.js, conversational, en, arxiv:2502.02737, base_model:HuggingFaceTB/SmolLM2-135M, base_model:quantized:HuggingFaceTB/SmolLM2-135M",2024-10-31T13:41:10.000Z,,False
Qwen/Qwen2.5-7B-Instruct-AWQ,1413911,40,transformers,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071, arxiv:2407.10671, base_model:Qwen/Qwen2.5-7B-Instruct, base_model:quantized:Qwen/Qwen2.5-7B-Instruct, license:apache-2.0",2024-09-17T13:55:09.000Z,,False
nvidia/DeepSeek-R1-0528-NVFP4-v2,1408586,23,Model Optimizer,"Model Optimizer, safetensors, deepseek_v3, nvidia, ModelOpt, DeepSeekR1, quantized, FP4, text-generation, conversational, custom_code, base_model:deepseek-ai/DeepSeek-R1-0528",2025-07-21T21:33:03.000Z,,False
nvidia/Kimi-K2.5-NVFP4,1371954,81,Model Optimizer,"Model Optimizer, safetensors, kimi_k25, nvidia, ModelOpt, Kimi-K2, quantized, FP4, text-generation, conversational, custom_code, base_model:moonshotai/Kimi-K2.5",2026-01-30T20:18:44.000Z,,False
llamafactory/tiny-random-Llama-3,1352713,3,transformers,"transformers, safetensors, llama, text-generation, conversational, license:apache-2.0, text-generation-inference, region:us",2024-06-07T17:30:09.000Z,,False
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,1343929,726,transformers,"transformers, safetensors, nemotron_h, text-generation, nvidia, pytorch, conversational, custom_code, en, es, fr, de",2025-12-04T03:37:11.000Z,,False
Qwen/Qwen3-30B-A3B,1328960,884,transformers,"transformers, safetensors, qwen3_moe, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, base_model:Qwen/Qwen3-30B-A3B-Base, base_model:finetune:Qwen/Qwen3-30B-A3B-Base, license:apache-2.0, endpoints_compatible, region:us",2025-04-27T03:43:05.000Z,,False
Qwen/Qwen2.5-Coder-32B-Instruct,1305611,2014,transformers,"transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen, qwen-coder, conversational, en, arxiv:2409.12186",2024-11-06T07:49:50.000Z,,False
google/t5gemma-s-s-prefixlm,1296369,3,transformers,"transformers, safetensors, t5gemma, text2text-generation, arxiv:2504.06225, arxiv:2009.03300, arxiv:1905.07830, arxiv:1911.11641, arxiv:1905.10044, arxiv:1907.10641, arxiv:1911.01547, arxiv:1705.03551",2025-06-19T20:42:56.000Z,,False
bigscience/bloomz-560m,1264405,137,transformers,"transformers, pytorch, tensorboard, safetensors, bloom, text-generation, ak, ar, as, bm, bn, ca",2022-10-08T16:14:42.000Z,,False
Qwen/Qwen3-8B-AWQ,1255938,41,transformers,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, base_model:Qwen/Qwen3-8B, base_model:quantized:Qwen/Qwen3-8B, license:apache-2.0, text-generation-inference, endpoints_compatible",2025-05-03T03:20:49.000Z,,False
Qwen/Qwen3Guard-Gen-0.6B,1225424,71,transformers,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2510.14276, base_model:Qwen/Qwen3-0.6B, base_model:finetune:Qwen/Qwen3-0.6B, license:apache-2.0, text-generation-inference, endpoints_compatible, deploy:azure",2025-09-23T11:35:17.000Z,,False
deepseek-ai/DeepSeek-V3,1209697,4064,transformers,"transformers, safetensors, deepseek_v3, text-generation, conversational, custom_code, arxiv:2412.19437, eval-results, text-generation-inference, endpoints_compatible, fp8, region:us",2024-12-25T12:52:23.000Z,,False
HuggingFaceTB/SmolLM2-135M,1206404,189,transformers,"transformers, safetensors, llama, text-generation, en, arxiv:2502.02737, license:apache-2.0, text-generation-inference, endpoints_compatible, deploy:azure, region:us",2024-10-31T00:46:04.000Z,,False
deepseek-ai/DeepSeek-R1-0528,1177135,2447,transformers,"transformers, safetensors, deepseek_v3, text-generation, conversational, custom_code, arxiv:2501.12948, license:mit, eval-results, text-generation-inference, endpoints_compatible, fp8",2025-05-28T09:46:42.000Z,,False
kaitchup/Phi-3-mini-4k-instruct-gptq-4bit,1125431,2,transformers,"transformers, safetensors, phi3, text-generation, conversational, custom_code, arxiv:1910.09700, text-generation-inference, endpoints_compatible, 4-bit, gptq, region:us",2024-04-25T06:48:14.000Z,,False
Qwen/Qwen3-30B-A3B-Instruct-2507,1125401,805,transformers,"transformers, safetensors, qwen3_moe, text-generation, conversational, arxiv:2402.17463, arxiv:2407.02490, arxiv:2501.15383, arxiv:2404.06654, arxiv:2505.09388, license:apache-2.0, eval-results",2025-07-28T07:31:27.000Z,,False
meta-llama/Llama-3.2-3B,1122476,768,transformers,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, en, de, fr, it",2024-09-18T15:23:48.000Z,,False
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,1106593,3,,"safetensors, qwen2, chat, neuralmagic, llmcompressor, text-generation, conversational, en, base_model:Qwen/Qwen2.5-1.5B, base_model:quantized:Qwen/Qwen2.5-1.5B, license:apache-2.0, 8-bit",2024-10-09T14:51:45.000Z,,False
ibm-research/PowerMoE-3b,1104793,19,transformers,"transformers, safetensors, granitemoe, text-generation, arxiv:2408.13359, license:apache-2.0, model-index, region:us",2024-08-14T18:44:21.000Z,,False
mistralai/Mistral-7B-v0.1,1101265,4082,transformers,"transformers, pytorch, safetensors, mistral, text-generation, pretrained, mistral-common, en, arxiv:2310.06825, license:apache-2.0, text-generation-inference, region:us",2023-09-20T13:03:50.000Z,,False
Qwen/Qwen2.5-Coder-14B-Instruct,1078680,151,transformers,"transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen, qwen-coder, conversational, en, arxiv:2409.12186",2024-11-06T07:49:46.000Z,,False
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,1072855,1554,transformers,"transformers, safetensors, qwen2, text-generation, conversational, arxiv:2501.12948, license:mit, text-generation-inference, endpoints_compatible, region:us",2025-01-20T09:19:00.000Z,,False
Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,1069852,35,transformers,"transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen, qwen-coder, conversational, en, arxiv:2409.12186",2024-11-09T12:45:09.000Z,,False
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,1064191,590,transformers,"transformers, safetensors, deepseek_v2, text-generation, conversational, custom_code, arxiv:2401.06066, license:other, text-generation-inference, endpoints_compatible, region:us",2024-06-14T06:23:33.000Z,,False
farbodtavakkoli/OTel-LLM-8.3B-IT,1021813,1,,"pytorch, gemma3_text, telecom, telecommunications, gsma, fine-tuned, text-generation, conversational, en, base_model:EssentialAI/rnj-1-instruct, base_model:finetune:EssentialAI/rnj-1-instruct, license:apache-2.0",2026-02-11T08:18:00.000Z,,False
Qwen/Qwen3-Coder-Next,1003175,1340,transformers,"transformers, safetensors, qwen3_next, text-generation, conversational, license:apache-2.0, eval-results, endpoints_compatible, deploy:azure, region:us",2026-01-30T15:08:18.000Z,,False
Qwen/Qwen2.5-1.5B,983728,176,transformers,"transformers, safetensors, qwen2, text-generation, conversational, en, arxiv:2407.10671, license:apache-2.0, text-generation-inference, endpoints_compatible, deploy:azure, region:us",2024-09-15T12:16:50.000Z,,False
h2oai/h2ovl-mississippi-800m,975286,39,transformers,"transformers, safetensors, h2ovl_chat, feature-extraction, gpt, llm, multimodal large language model, ocr, text-generation, conversational, custom_code, en",2024-10-16T23:14:07.000Z,,False
MiniMaxAI/MiniMax-M2.5,954833,1469,transformers,"transformers, safetensors, minimax_m2, text-generation, conversational, custom_code, license:other, eval-results, endpoints_compatible, fp8, deploy:azure, region:us",2026-02-12T06:05:24.000Z,,False
h2oai/h2ovl-mississippi-2b,953101,42,transformers,"transformers, safetensors, h2ovl_chat, feature-extraction, gpt, llm, multimodal large language model, ocr, text-generation, conversational, custom_code, en",2024-10-15T18:15:29.000Z,,False
RedHatAI/Llama-3.2-1B-Instruct-FP8,939070,3,,"safetensors, llama, llama-3, neuralmagic, llmcompressor, text-generation, conversational, en, de, fr, it, pt",2024-09-26T01:35:41.000Z,,False
Qwen/Qwen3-4B-Thinking-2507,925480,581,transformers,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, license:apache-2.0, eval-results, text-generation-inference, endpoints_compatible, deploy:azure, region:us",2025-08-05T11:02:27.000Z,,False
nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,895678,292,transformers,"transformers, safetensors, nemotron_h, text-generation, nvidia, pytorch, nemotron-3, latent-moe, mtp, conversational, custom_code, en",2026-03-10T18:33:04.000Z,,False
deepseek-ai/DeepSeek-V2-Lite-Chat,891744,137,transformers,"transformers, safetensors, deepseek_v2, text-generation, conversational, custom_code, arxiv:2405.04434, license:other, text-generation-inference, endpoints_compatible, region:us",2024-05-15T05:34:09.000Z,,False
Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,887840,17,transformers,"transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen, qwen-coder, conversational, en, arxiv:2409.12186",2024-11-09T12:45:43.000Z,,False
Qwen/Qwen2.5-1.5B-Instruct-AWQ,862777,7,transformers,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2407.10671, base_model:Qwen/Qwen2.5-1.5B-Instruct, base_model:quantized:Qwen/Qwen2.5-1.5B-Instruct, license:apache-2.0, text-generation-inference",2024-09-17T13:54:47.000Z,,False
sshleifer/tiny-gpt2,859589,35,transformers,"transformers, pytorch, tf, jax, gpt2, text-generation, text-generation-inference, endpoints_compatible, region:us",2022-03-02T23:29:05.000Z,,False
openai-community/gpt2-medium,834356,200,transformers,"transformers, pytorch, tf, jax, rust, onnx, safetensors, gpt2, text-generation, en, arxiv:1910.09700, license:mit",2022-03-02T23:29:04.000Z,,False
farbodtavakkoli/OTel-LLM-1.2B-IT,829779,0,,"pytorch, lfm2, telecom, telecommunications, gsma, fine-tuned, text-generation, conversational, en, base_model:LiquidAI/LFM2.5-1.2B-Instruct, base_model:finetune:LiquidAI/LFM2.5-1.2B-Instruct, license:apache-2.0",2026-03-10T22:36:47.000Z,,False
zai-org/GLM-5.1-FP8,814995,99,transformers,"transformers, safetensors, glm_moe_dsa, text-generation, conversational, en, zh, arxiv:2602.15763, license:mit, endpoints_compatible, fp8, region:us",2026-04-03T09:29:04.000Z,,False
hugging-quants/Llama-3.2-1B-Instruct-Q8_0-GGUF,805347,46,,"gguf, facebook, meta, pytorch, llama, llama-3, llama-cpp, gguf-my-repo, text-generation, en, de, fr",2024-09-25T15:40:22.000Z,,False
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,804527,339,transformers,"transformers, safetensors, nemotron_h, text-generation, nvidia, pytorch, conversational, custom_code, en, es, fr, de",2025-12-06T06:00:45.000Z,,False
nvidia/Llama-3.1-8B-Instruct-FP8,790638,35,transformers,"transformers, safetensors, llama, text-generation, conversational, base_model:meta-llama/Llama-3.1-8B-Instruct, base_model:finetune:meta-llama/Llama-3.1-8B-Instruct, license:llama3.1, text-generation-inference, endpoints_compatible, region:us",2024-08-29T08:52:39.000Z,,False
Qwen/Qwen3-14B-AWQ,788511,63,transformers,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, base_model:Qwen/Qwen3-14B, base_model:quantized:Qwen/Qwen3-14B, license:apache-2.0, text-generation-inference, endpoints_compatible",2025-05-01T10:46:38.000Z,,False
Qwen/Qwen2-0.5B-Instruct,783302,200,transformers,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, base_model:Qwen/Qwen2-0.5B, base_model:finetune:Qwen/Qwen2-0.5B, license:apache-2.0, text-generation-inference, endpoints_compatible",2024-06-03T09:06:06.000Z,,False
allenai/Olmo-3-7B-Instruct,753247,128,transformers,"transformers, safetensors, olmo3, text-generation, conversational, en, dataset:allenai/Dolci-Instruct-RL-7B, arxiv:2512.13961, base_model:allenai/Olmo-3-7B-Instruct-DPO, base_model:finetune:allenai/Olmo-3-7B-Instruct-DPO, license:apache-2.0, endpoints_compatible",2025-11-19T20:49:53.000Z,,False
TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,752170,10,transformers,"transformers, safetensors, llama, text-generation, en, dataset:cerebras/SlimPajama-627B, dataset:bigcode/starcoderdata, dataset:OpenAssistant/oasst_top1_2023-08-25, base_model:TinyLlama/TinyLlama-1.1B-Chat-v0.3, base_model:quantized:TinyLlama/TinyLlama-1.1B-Chat-v0.3, license:apache-2.0, text-generation-inference",2023-10-03T11:01:00.000Z,,False
Qwen/Qwen3-0.6B,19369646,1221,transformers,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, base_model:Qwen/Qwen3-0.6B-Base, base_model:finetune:Qwen/Qwen3-0.6B-Base, license:apache-2.0, text-generation-inference, endpoints_compatible, deploy:azure",2025-04-27T03:40:08.000Z,,False
openai-community/gpt2,16037172,3226,transformers,"transformers, pytorch, tf, jax, tflite, rust, onnx, safetensors, gpt2, text-generation, exbert, en",2022-03-02T23:29:04.000Z,,False
Qwen/Qwen2.5-7B-Instruct,13784608,1253,transformers,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071, arxiv:2407.10671, base_model:Qwen/Qwen2.5-7B, base_model:finetune:Qwen/Qwen2.5-7B, license:apache-2.0",2024-09-16T11:55:40.000Z,,False
deepseek-ai/DeepSeek-V3.2,11349614,1427,transformers,"transformers, safetensors, deepseek_v32, text-generation, conversational, base_model:deepseek-ai/DeepSeek-V3.2-Exp-Base, base_model:finetune:deepseek-ai/DeepSeek-V3.2-Exp-Base, license:mit, eval-results, endpoints_compatible, fp8, region:us",2025-12-01T02:34:49.000Z,,False
Qwen/Qwen3-4B-Instruct-2507,10691206,829,transformers,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, license:apache-2.0, eval-results, text-generation-inference, endpoints_compatible, deploy:azure, region:us",2025-08-05T10:58:03.000Z,,False
Qwen/Qwen3-8B,10018533,1071,transformers,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, base_model:Qwen/Qwen3-8B-Base, base_model:finetune:Qwen/Qwen3-8B-Base, license:apache-2.0, text-generation-inference, endpoints_compatible",2025-04-27T03:42:21.000Z,,False
meta-llama/Llama-3.1-8B-Instruct,9566721,5781,transformers,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, conversational, en, de, fr",2024-07-18T08:56:00.000Z,,False
Qwen/Qwen2.5-1.5B-Instruct,9335502,684,transformers,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2407.10671, base_model:Qwen/Qwen2.5-1.5B, base_model:finetune:Qwen/Qwen2.5-1.5B, license:apache-2.0, text-generation-inference",2024-09-17T14:10:29.000Z,,False
Qwen/Qwen2.5-3B-Instruct,9207977,450,transformers,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2407.10671, base_model:Qwen/Qwen2.5-3B, base_model:finetune:Qwen/Qwen2.5-3B, license:other, text-generation-inference",2024-09-17T14:08:52.000Z,,False
facebook/opt-125m,7912032,249,transformers,"transformers, pytorch, tf, jax, opt, text-generation, en, arxiv:2205.01068, arxiv:2005.14165, license:other, text-generation-inference, deploy:azure",2022-05-11T08:25:17.000Z,,False
trl-internal-testing/tiny-Qwen2ForCausalLM-2.5,7254558,6,transformers,"transformers, safetensors, qwen2, text-generation, trl, conversational, text-generation-inference, endpoints_compatible, region:us",2024-11-25T15:06:15.000Z,,False
openai/gpt-oss-20b,6945686,4581,transformers,"transformers, safetensors, gpt_oss, text-generation, vllm, conversational, arxiv:2508.10925, license:apache-2.0, eval-results, endpoints_compatible, 8-bit, mxfp4",2025-08-04T22:33:29.000Z,,False
meta-llama/Llama-3.2-1B-Instruct,6171370,1392,transformers,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, conversational, en, de, fr",2024-09-18T15:12:47.000Z,,False
Qwen/Qwen2.5-0.5B-Instruct,6145130,507,transformers,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2407.10671, base_model:Qwen/Qwen2.5-0.5B, base_model:finetune:Qwen/Qwen2.5-0.5B, license:apache-2.0, text-generation-inference",2024-09-16T11:52:46.000Z,,False
Qwen/Qwen3-1.7B,5186179,454,transformers,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, base_model:Qwen/Qwen3-1.7B-Base, base_model:finetune:Qwen/Qwen3-1.7B-Base, license:apache-2.0, text-generation-inference, endpoints_compatible, deploy:azure",2025-04-27T03:41:05.000Z,,False
Qwen/Qwen3-32B,4833719,692,transformers,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0, text-generation-inference, endpoints_compatible, deploy:azure, region:us",2025-04-27T03:52:59.000Z,,False
dphn/dolphin-2.9.1-yi-1.5-34b,4703591,62,transformers,"transformers, safetensors, llama, text-generation, generated_from_trainer, axolotl, conversational, dataset:cognitivecomputations/Dolphin-2.9, dataset:teknium/OpenHermes-2.5, dataset:m-a-p/CodeFeedback-Filtered-Instruction, dataset:cognitivecomputations/dolphin-coder, dataset:cognitivecomputations/samantha-data",2024-05-18T04:50:56.000Z,,False
openai/gpt-oss-120b,4182452,4753,transformers,"transformers, safetensors, gpt_oss, text-generation, vllm, conversational, arxiv:2508.10925, license:apache-2.0, eval-results, endpoints_compatible, 8-bit, mxfp4",2025-08-04T22:33:06.000Z,,False
Qwen/Qwen2-1.5B-Instruct,3934301,162,transformers,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, license:apache-2.0, text-generation-inference, endpoints_compatible, deploy:azure, region:us",2024-06-03T09:08:12.000Z,,False
deepseek-ai/DeepSeek-R1,3871385,13317,transformers,"transformers, safetensors, deepseek_v3, text-generation, conversational, custom_code, arxiv:2501.12948, license:mit, eval-results, text-generation-inference, endpoints_compatible, fp8",2025-01-20T03:46:07.000Z,,False
Qwen/Qwen3-4B,3752620,606,transformers,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, base_model:Qwen/Qwen3-4B-Base, base_model:finetune:Qwen/Qwen3-4B-Base, license:apache-2.0, text-generation-inference, endpoints_compatible",2025-04-27T03:41:29.000Z,,False
meta-llama/Meta-Llama-3-8B,3359030,6529,transformers,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, en, license:llama3, text-generation-inference, endpoints_compatible",2024-04-17T09:35:16.000Z,,False
EleutherAI/pythia-160m,3161098,41,transformers,"transformers, pytorch, safetensors, gpt_neox, text-generation, causal-lm, pythia, en, dataset:EleutherAI/pile, arxiv:2304.01373, arxiv:2101.00027, arxiv:2201.07311",2023-02-08T19:25:46.000Z,,False
